market,date,week,revenue,tv_spend,facebook_spend,search_spend,ooh_spend,print_spend,competitor_price,events,trend,seasonality,promotions
ES,2021-07-05,79,761539.42,25860.76,12366.8,11498.25,7698.32,3665.8,110.9,0.0,1.0275,1.3098,0.0
ES,2021-07-12,80,770904.19,27732.23,10819.87,10449.83,7139.46,6163.98,92.67,0.0,1.0278,1.2884,0.0
ES,2021-07-19,81,709842.38,16915.63,13299.19,13689.53,6143.02,4609.9,94.59,0.0,1.0282,1.2606,0.0
ES,2021-07-26,82,704344.25,21844.75,8356.8,13665.58,6714.72,4663.74,103.45,1.0,1.0285,1.2272,0.0
ES,2021-08-02,83,687806.74,21852.68,9344.26,10021.89,6022.45,2632.9,105.93,0.0,1.0289,1.1887,0.0
ES,2021-08-09,84,641483.5,20631.23,5665.82,11304.87,7755.23,3819.79,107.68,0.0,1.0292,1.1463,0.0
ES,2021-08-16,85,625383.13,23286.13,6021.95,8109.09,6155.65,4672.05,99.1,0.0,1.0296,1.101,0.0
ES,2021-08-23,86,639852.31,23805.84,14361.53,8671.01,4440.79,4389.15,105.29,0.0,1.0299,1.054,0.0
ES,2021-08-30,87,606788.43,22547.02,14809.57,10713.01,4165.37,2380.01,107.46,0.0,1.0303,1.0064,1.0
ES,2021-09-06,88,551169.93,20000.96,10559.63,10432.49,4072.24,4318.74,102.01,0.0,1.0307,0.9595,0.0
ES,2021-09-13,89,559654.77,17578.89,8607.86,8313.01,6947.8,4424.59,98.57,1.0,1.031,0.9145,0.0
ES,2021-09-20,90,553972.94,25047.38,9657.04,8799.44,4742.91,5162.77,85.55,0.0,1.0314,0.8723,0.0
ES,2021-09-27,91,513388.99,21956.11,12053.02,8074.83,6525.71,3566.32,105.99,0.0,1.0317,0.8339,1.0
ES,2021-10-04,92,515007.51,16366.85,9219.82,11212.45,6334.69,2267.48,100.42,0.0,1.0321,0.8,0.0
ES,2021-10-11,93,479109.54,19840.6,10810.55,6258.84,6111.91,3305.09,95.86,0.0,1.0324,0.7712,0.0
ES,2021-10-18,94,509649.52,13533.19,10362.23,8286.93,6779.77,3243.72,112.78,0.0,1.0328,0.7479,0.0
ES,2021-10-25,95,519156.62,21112.61,9289.68,6576.63,6488.42,4810.64,85.72,0.0,1.0331,0.7302,0.0
ES,2021-11-01,96,458896.02,20357.06,9483.63,11487.3,2912.97,1936.04,116.44,0.0,1.0335,0.718,0.0
ES,2021-11-08,97,479539.22,19008.23,11367.75,6866.33,6025.69,3909.98,99.78,0.0,1.0338,0.7112,0.0
ES,2021-11-15,98,476786.29,28699.6,8767.56,10965.63,7093.75,5601.49,103.18,0.0,1.0342,0.7094,0.0
ES,2021-11-22,99,500647.67,17024.88,12073.2,14703.64,8823.19,4435.51,96.05,0.0,1.0345,0.7121,0.0
ES,2021-11-29,100,545081.57,25711.43,10201.91,15034.32,9038.2,5313.43,83.33,0.0,1.0349,0.7187,0.0
ES,2021-12-06,101,492837.01,32967.57,11760.38,7326.13,5004.99,3081.01,98.6,0.0,1.0353,0.7286,0.0
ES,2021-12-13,102,511083.54,28397.17,14915.13,12378.9,6518.78,3175.57,103.35,0.0,1.0356,0.7413,0.0
ES,2021-12-20,103,499808.68,23653.22,11501.33,9547.6,4904.28,6129.12,106.76,0.0,1.036,0.7561,0.0
ES,2021-12-27,104,544263.61,18749.75,14355.51,9231.64,9486.43,4948.18,98.02,0.0,1.0363,0.7726,0.0
ES,2022-01-03,105,503692.82,17969.16,7922.69,12068.22,8909.94,5041.4,78.07,1.0,1.0367,0.7902,0.0
ES,2022-01-10,106,544375.76,23068.64,11386.48,15656.51,8070.1,3903.23,84.58,0.0,1.037,0.8087,0.0
ES,2022-01-17,107,547562.79,22053.36,12853.87,14316.18,7924.63,5216.3,120.52,0.0,1.0374,0.8279,0.0
ES,2022-01-24,108,556773.76,22237.84,17984.07,11130.36,9944.61,4004.53,89.07,0.0,1.0377,0.8477,0.0
ES,2022-01-31,109,583158.21,24641.07,8014.02,15039.32,9824.39,6523.81,114.27,0.0,1.0381,0.8681,0.0
ES,2022-02-07,110,599058.25,26170.68,13101.47,7363.99,9871.48,8258.59,90.66,0.0,1.0385,0.8891,0.0
ES,2022-02-14,111,570865.32,29661.33,17457.3,11482.99,8852.11,5930.89,98.18,0.0,1.0388,0.911,0.0
ES,2022-02-21,112,645343.64,20555.52,11514.67,11408.48,7623.11,4769.86,106.25,0.0,1.0392,0.934,1.0
ES,2022-02-28,113,586442.69,23795.83,13191.39,13993.71,9535.06,2718.48,91.8,0.0,1.0395,0.9581,0.0
ES,2022-03-07,114,640637.76,26860.07,14793.51,13310.29,9682.36,3679.73,115.92,0.0,1.0399,0.9837,0.0
ES,2022-03-14,115,641431.64,26796.53,14457.95,13548.89,8047.07,7311.77,100.76,0.0,1.0402,1.0107,0.0
ES,2022-03-21,116,642054.68,38251.01,18368.33,13499.15,7803.18,4443.48,104.61,0.0,1.0406,1.0392,0.0
ES,2022-03-28,117,671437.66,29313.28,15262.34,14068.83,10308.43,5186.91,97.32,0.0,1.041,1.069,1.0
ES,2022-04-04,118,678364.32,18960.58,17714.66,15509.65,11193.75,6332.86,106.59,0.0,1.0413,1.1,0.0
ES,2022-04-11,119,701554.53,30260.67,12957.23,14379.57,7121.92,7240.75,115.79,0.0,1.0417,1.1317,1.0
ES,2022-04-18,120,681181.15,30837.55,11842.75,13111.06,7901.63,5338.69,98.69,0.0,1.042,1.1635,0.0
ES,2022-04-25,121,703303.42,26940.02,13192.05,14925.85,8871.26,5079.04,117.3,0.0,1.0424,1.195,0.0
ES,2022-05-02,122,710264.82,20759.93,10528.8,15970.77,9024.03,5561.0,93.88,0.0,1.0427,1.2252,0.0
ES,2022-05-09,123,706745.64,36695.0,14887.23,12064.98,7293.82,4748.22,107.64,0.0,1.0431,1.2533,0.0
ES,2022-05-16,124,744897.72,21101.31,12386.91,13263.36,11087.56,4752.95,104.89,1.0,1.0435,1.2785,0.0
ES,2022-05-23,125,736934.9,30009.56,11472.62,16333.12,8623.28,5738.02,89.31,0.0,1.0438,1.3,0.0
ES,2022-05-30,126,749262.79,27182.68,14371.81,10186.19,8674.41,5421.11,102.14,0.0,1.0442,1.3168,0.0
ES,2022-06-06,127,794365.77,28835.42,9926.92,17516.79,10439.31,7343.32,100.07,0.0,1.0445,1.3282,1.0
ES,2022-06-13,128,784393.79,33974.5,14615.63,9272.26,6916.02,5510.25,91.47,0.0,1.0449,1.3335,1.0
ES,2022-06-20,129,809450.99,27698.18,11259.43,11590.55,7338.21,6126.81,103.58,0.0,1.0453,1.3324,0.0
ES,2022-06-27,130,704960.14,21733.46,15069.62,9908.77,5500.26,3845.0,101.46,0.0,1.0456,1.3245,0.0
ES,2022-07-04,131,771664.36,29349.21,11072.69,17274.83,6961.41,5311.47,99.27,0.0,1.046,1.3098,0.0
ES,2022-07-11,132,771407.79,20625.7,13294.2,10614.4,4972.76,4038.38,99.31,1.0,1.0463,1.2884,1.0
ES,2022-07-18,133,747320.36,23948.25,12011.24,10433.41,7997.45,5004.75,99.1,0.0,1.0467,1.2606,0.0
ES,2022-07-25,134,730855.35,16898.3,13092.04,10551.42,7412.26,5186.32,96.32,0.0,1.047,1.2272,0.0
ES,2022-08-01,135,691448.9,17787.43,11456.93,11424.77,6353.52,4528.89,101.4,0.0,1.0474,1.1887,0.0
ES,2022-08-08,136,678169.5,22305.85,7366.87,10314.31,6490.65,6541.84,93.56,0.0,1.0478,1.1463,0.0
ES,2022-08-15,137,656782.1,23375.21,13082.57,10596.86,7526.45,5598.1,126.57,1.0,1.0481,1.101,0.0
ES,2022-08-22,138,643763.09,14183.53,10564.32,3163.05,4986.16,5313.86,85.91,1.0,1.0485,1.054,0.0
ES,2022-08-29,139,603987.97,23399.94,12321.93,10763.24,6645.67,4907.29,94.15,1.0,1.0488,1.0064,0.0
ES,2022-09-05,140,617364.78,17648.66,12010.95,10591.56,7218.3,5710.43,94.94,0.0,1.0492,0.9595,0.0
ES,2022-09-12,141,570833.68,26353.15,8868.83,12670.64,4051.02,2990.5,120.4,0.0,1.0496,0.9145,0.0
ES,2022-09-19,142,561977.14,19437.93,8542.1,13192.14,7132.27,5328.06,86.8,0.0,1.0499,0.8723,0.0
ES,2022-09-26,143,535068.68,16195.61,11814.11,10052.94,4168.76,3349.74,104.26,0.0,1.0503,0.8339,0.0
ES,2022-10-03,144,527771.01,21241.42,9827.57,12169.99,6129.62,3712.5,102.48,0.0,1.0506,0.8,0.0
ES,2022-10-10,145,531273.93,17161.34,12473.43,8191.25,4836.81,4674.16,103.34,0.0,1.051,0.7712,0.0
ES,2022-10-17,146,563486.32,26519.46,10198.81,12198.77,8161.81,5273.67,112.36,0.0,1.0514,0.7479,0.0
ES,2022-10-24,147,517459.66,21343.93,12854.96,9449.07,4920.81,3283.56,112.16,0.0,1.0517,0.7302,0.0
ES,2022-10-31,148,485087.73,20925.06,11703.32,8233.3,4337.27,3873.51,95.49,0.0,1.0521,0.718,0.0
ES,2022-11-07,149,508092.13,24449.82,11560.68,10525.36,6733.58,4457.73,101.94,0.0,1.0524,0.7112,0.0
ES,2022-11-14,150,519643.86,17726.24,10262.87,14199.6,6104.89,4271.67,81.36,0.0,1.0528,0.7094,0.0
ES,2022-11-21,151,495952.82,16731.65,11796.11,11680.19,4728.06,5278.99,100.99,0.0,1.0532,0.7121,1.0
ES,2022-11-28,152,500855.84,24807.17,14202.77,14899.13,7603.79,7738.83,92.06,0.0,1.0535,0.7187,0.0
ES,2022-12-05,153,517227.0,18214.03,11548.08,9926.43,4214.79,5061.5,98.14,0.0,1.0539,0.7286,1.0
ES,2022-12-12,154,535977.48,18551.45,13155.33,14384.2,5656.44,4057.36,83.15,0.0,1.0543,0.7413,0.0
ES,2022-12-19,155,505644.72,28287.05,12228.25,10535.61,6433.23,3589.69,104.05,0.0,1.0546,0.7561,1.0
ES,2022-12-26,156,532418.79,27278.88,12650.84,12899.5,8594.19,4616.12,83.03,0.0,1.055,0.7726,0.0
ES,2023-01-02,157,556644.54,18836.83,16903.63,13115.5,9496.63,4082.72,101.48,0.0,1.0553,0.7902,0.0
ES,2023-01-09,158,565605.97,22421.45,15870.36,14487.88,9370.29,5596.63,87.73,0.0,1.0557,0.8087,0.0
ES,2023-01-16,159,592098.83,21322.18,13219.83,13665.76,7568.55,5675.85,91.5,0.0,1.0561,0.8279,0.0
ES,2023-01-23,160,540297.68,35838.06,13788.89,11267.13,4081.87,4798.81,111.55,0.0,1.0564,0.8477,0.0
ES,2023-01-30,161,626524.45,31698.74,11534.46,15780.39,8680.14,7497.93,105.88,0.0,1.0568,0.8681,0.0
ES,2023-02-06,162,578772.45,24908.71,13128.52,18308.72,10559.17,4639.48,111.49,0.0,1.0572,0.8891,1.0
ES,2023-02-13,163,562754.67,30696.08,14613.7,12155.24,10294.81,5373.35,115.6,0.0,1.0575,0.911,0.0
ES,2023-02-20,164,607979.97,20267.03,16270.67,8801.28,9115.54,6273.05,92.27,0.0,1.0579,0.934,0.0
ES,2023-02-27,165,598555.81,24278.0,16127.59,15426.57,6413.47,6611.31,114.99,0.0,1.0582,0.9581,0.0
ES,2023-03-06,166,637095.06,28837.94,10989.61,13187.34,7583.41,7092.55,85.34,0.0,1.0586,0.9837,0.0
ES,2023-03-13,167,646444.75,30956.44,16967.93,13822.21,11810.55,6164.34,107.46,0.0,1.059,1.0107,0.0
ES,2023-03-20,168,660222.03,27924.34,13986.91,15823.69,6122.98,6893.07,95.07,0.0,1.0593,1.0392,0.0
ES,2023-03-27,169,653370.3,29930.84,11443.64,12956.71,6590.97,4944.61,90.7,0.0,1.0597,1.069,0.0
ES,2023-04-03,170,694088.14,28945.51,18058.07,13483.3,10161.41,6746.38,106.14,0.0,1.0601,1.1,0.0
ES,2023-04-10,171,691343.16,27497.74,18373.66,13929.27,7792.92,6714.33,109.45,0.0,1.0604,1.1317,0.0
ES,2023-04-17,172,737059.85,26627.35,14898.38,18311.84,6484.24,7373.57,109.15,0.0,1.0608,1.1635,0.0
ES,2023-04-24,173,732646.85,25730.81,16058.2,14149.02,11017.47,3748.53,102.15,0.0,1.0611,1.195,1.0
ES,2023-05-01,174,710742.56,29200.24,16094.51,10504.64,9143.7,4568.53,101.32,0.0,1.0615,1.2252,0.0
ES,2023-05-08,175,705694.7,29908.57,17676.48,10513.74,7658.2,6437.54,105.27,0.0,1.0619,1.2533,0.0
ES,2023-05-15,176,769330.35,28413.07,15654.17,14044.94,6319.9,2567.42,103.04,1.0,1.0622,1.2785,0.0
ES,2023-05-22,177,727204.52,20623.13,9909.26,10444.24,11409.91,5927.79,105.41,0.0,1.0626,1.3,0.0
ES,2023-05-29,178,733437.37,21291.63,18651.28,9146.82,7943.19,6449.43,102.04,0.0,1.063,1.3168,0.0
ES,2023-06-05,179,789826.11,28296.12,15895.38,14768.23,10058.73,4636.94,108.43,0.0,1.0633,1.3282,0.0
ES,2023-06-12,180,746855.17,33373.24,11578.28,14656.96,9117.72,4713.14,83.73,0.0,1.0637,1.3335,0.0
ES,2023-06-19,181,804807.87,26122.04,10064.63,11741.46,6812.52,3980.72,98.69,0.0,1.0641,1.3324,0.0
ES,2023-06-26,182,780378.87,22856.93,13711.21,13185.27,6705.73,4461.91,86.16,0.0,1.0644,1.3245,0.0
ES,2023-07-03,183,763090.5,25563.45,11552.08,12693.11,9462.82,4411.1,102.77,0.0,1.0648,1.3098,0.0
ES,2023-07-10,184,726309.56,18566.46,12808.0,13462.63,9317.67,4149.66,116.42,0.0,1.0652,1.2884,0.0
ES,2023-07-17,185,762793.41,29787.17,13558.52,13231.19,4423.62,4024.84,95.26,0.0,1.0655,1.2606,0.0
ES,2023-07-24,186,708435.57,24069.13,10287.28,5555.34,7726.36,4389.12,101.27,0.0,1.0659,1.2272,0.0
ES,2023-07-31,187,682726.35,19768.42,8864.76,10863.28,6681.32,4306.41,107.56,0.0,1.0663,1.1887,0.0
ES,2023-08-07,188,702720.78,21726.57,12105.36,12402.24,5349.39,6180.22,79.32,0.0,1.0666,1.1463,0.0
ES,2023-08-14,189,632635.81,19828.01,9899.93,10172.39,6997.37,4083.38,94.78,0.0,1.067,1.101,0.0
ES,2023-08-21,190,614710.24,27636.13,11266.29,11025.7,4795.07,4679.95,103.65,0.0,1.0674,1.054,0.0
ES,2023-08-28,191,613988.64,20789.91,7922.65,12459.62,5893.5,3833.3,71.03,0.0,1.0677,1.0064,0.0
ES,2023-09-04,192,613731.84,22155.6,10202.06,10917.84,5416.92,3790.81,90.23,0.0,1.0681,0.9595,0.0
ES,2023-09-11,193,599181.01,23811.57,12207.45,13901.27,5767.61,2815.86,111.01,0.0,1.0685,0.9145,1.0
ES,2023-09-18,194,586554.24,18132.59,11932.91,13042.03,6294.57,2919.31,110.03,0.0,1.0688,0.8723,0.0
ES,2023-09-25,195,531088.15,22090.04,8956.54,10380.94,5084.01,3226.5,103.74,0.0,1.0692,0.8339,0.0
ES,2023-10-02,196,541691.58,22469.96,8161.91,10228.56,8400.85,4416.68,108.82,0.0,1.0696,0.8,0.0
ES,2023-10-09,197,515021.47,14741.57,10728.66,4598.13,7050.04,5198.74,102.15,0.0,1.0699,0.7712,1.0
ES,2023-10-16,198,499104.92,22620.4,11974.11,10063.06,8778.1,2767.6,105.55,0.0,1.0703,0.7479,0.0
ES,2023-10-23,199,531725.68,21526.97,11743.18,7922.82,6309.07,3868.0,96.84,1.0,1.0707,0.7302,0.0
ES,2023-10-30,200,503089.58,22539.14,9858.94,11470.06,5867.08,3192.5,101.16,0.0,1.071,0.718,0.0
ES,2023-11-06,201,502179.38,22414.31,11790.69,11468.09,9024.8,4215.88,93.68,0.0,1.0714,0.7112,0.0
ES,2023-11-13,202,511517.29,23755.22,14685.29,12863.85,5992.06,5488.75,112.63,0.0,1.0718,0.7094,0.0
ES,2023-11-20,203,511499.15,29088.46,11945.83,14680.39,6639.5,4179.77,115.22,0.0,1.0721,0.7121,0.0
ES,2023-11-27,204,502777.43,17839.37,7860.57,11612.14,8012.74,4625.01,113.8,0.0,1.0725,0.7187,0.0
ES,2023-12-04,205,520978.45,22143.07,12367.82,17305.28,5365.67,6137.54,95.92,0.0,1.0729,0.7286,0.0
ES,2023-12-11,206,518044.46,27440.13,17054.89,12668.86,8296.94,5285.89,90.46,0.0,1.0732,0.7413,0.0
ES,2023-12-18,207,524501.76,27040.69,9158.26,9101.96,8263.8,4183.6,112.77,0.0,1.0736,0.7561,0.0
ES,2023-12-25,208,527943.68,27439.89,12640.12,11152.89,9453.2,5185.91,105.44,0.0,1.074,0.7726,0.0
FR,2020-01-06,1,549916.39,20253.68,14048.77,8836.37,6995.42,5298.53,98.2,0.0,1.0004,0.75,1.0
FR,2020-01-13,2,623187.41,34447.24,16309.48,14416.87,9491.6,6668.7,101.97,0.0,1.0008,0.7758,0.0
FR,2020-01-20,3,635235.82,25088.43,16680.11,8919.51,10110.19,4566.77,108.21,0.0,1.0011,0.8037,0.0
FR,2020-01-27,4,716027.45,33652.54,12407.94,16185.98,8113.74,8277.64,96.06,0.0,1.0015,0.8326,0.0
FR,2020-02-03,5,738705.3,23330.37,14739.44,16294.06,9837.53,6335.75,105.21,1.0,1.0019,0.8609,0.0
FR,2020-02-10,6,729898.57,36010.54,21282.97,19986.23,11049.55,6995.44,97.34,0.0,1.0023,0.8878,0.0
FR,2020-02-17,7,743028.44,28060.03,12840.67,20702.2,11278.19,9804.05,98.82,0.0,1.0027,0.9121,0.0
FR,2020-02-24,8,707909.1,25134.05,9747.51,17588.64,13289.68,8811.86,108.3,0.0,1.0031,0.9335,0.0
FR,2020-03-02,9,788120.68,38969.66,10701.49,15344.32,12843.17,6402.08,80.07,0.0,1.0034,0.9515,1.0
FR,2020-03-09,10,753233.61,35997.61,17269.0,18835.0,8238.48,6052.82,87.04,0.0,1.0038,0.9661,1.0
FR,2020-03-16,11,803948.71,30275.41,17363.46,15434.73,13840.44,6453.27,85.18,0.0,1.0042,0.9777,0.0
FR,2020-03-23,12,803626.56,44674.49,16905.3,17307.71,9284.41,7631.22,76.66,0.0,1.0046,0.9866,0.0
FR,2020-03-30,13,860800.56,31615.63,21545.35,20754.67,12574.99,6788.31,93.22,0.0,1.005,0.9938,0.0
FR,2020-04-06,14,753068.73,34873.96,8063.96,15392.96,10536.78,6382.46,107.49,0.0,1.0053,1.0,0.0
FR,2020-04-13,15,800967.76,36425.19,18651.65,20067.98,9515.05,8941.82,97.15,0.0,1.0057,1.0062,0.0
FR,2020-04-20,16,846060.92,30151.28,22582.27,19539.71,6592.1,6726.1,101.98,0.0,1.0061,1.0134,0.0
FR,2020-04-27,17,822342.58,37428.35,13245.03,13836.75,9909.48,9987.38,110.89,0.0,1.0065,1.0223,0.0
FR,2020-05-04,18,809567.39,30314.68,15678.74,20272.56,7005.49,6910.22,113.28,1.0,1.0069,1.0339,0.0
FR,2020-05-11,19,839705.25,30843.53,14274.79,19153.23,12033.88,9122.35,99.31,0.0,1.0073,1.0485,1.0
FR,2020-05-18,20,820638.67,42294.05,13645.65,16956.88,12995.62,7122.28,113.54,0.0,1.0076,1.0665,0.0
FR,2020-05-25,21,835803.21,25987.77,15338.13,13907.08,8276.14,7827.62,100.92,0.0,1.008,1.0879,0.0
FR,2020-06-01,22,837721.96,16745.13,20800.14,13400.12,10294.7,5534.28,91.63,0.0,1.0084,1.1122,1.0
FR,2020-06-08,23,872825.16,42142.98,21793.27,14223.11,8174.85,5286.24,94.06,0.0,1.0088,1.1391,1.0
FR,2020-06-15,24,842890.82,47352.79,14627.55,17382.83,8226.03,6849.15,85.19,0.0,1.0092,1.1674,0.0
FR,2020-06-22,25,896498.03,28335.32,21291.46,12470.66,10683.25,7386.18,91.12,0.0,1.0096,1.1963,0.0
FR,2020-06-29,26,912400.38,18561.85,15257.05,16474.85,9019.5,6108.49,96.42,0.0,1.01,1.2242,0.0
FR,2020-07-06,27,893417.76,27913.91,20100.36,11185.3,12035.14,4420.98,108.04,0.0,1.0103,1.25,0.0
FR,2020-07-13,28,883765.5,27559.7,14343.83,14020.01,7924.11,4256.04,117.21,1.0,1.0107,1.2721,0.0
FR,2020-07-20,29,956832.72,27628.8,14736.25,14674.76,10337.95,4104.46,86.18,0.0,1.0111,1.2892,0.0
FR,2020-07-27,30,940648.94,21943.36,15146.42,21017.17,8633.82,3649.93,103.93,0.0,1.0115,1.3001,0.0
FR,2020-08-03,31,929564.18,30988.45,22712.36,10060.05,9656.79,5675.54,89.59,0.0,1.0119,1.3037,1.0
FR,2020-08-10,32,943523.17,30215.94,16001.62,17699.14,7470.45,6700.11,104.75,0.0,1.0123,1.2992,1.0
FR,2020-08-17,33,874144.85,18908.12,11576.86,13888.35,8010.36,5379.23,98.69,0.0,1.0126,1.2864,0.0
FR,2020-08-24,34,885874.11,30364.49,15900.98,14414.97,7807.17,2919.22,81.69,0.0,1.013,1.2651,0.0
FR,2020-08-31,35,871166.29,37188.13,12228.31,13494.28,6586.82,5071.73,109.28,0.0,1.0134,1.2355,0.0
FR,2020-09-07,36,907446.44,27047.76,11793.61,14237.12,8883.28,5059.41,93.95,0.0,1.0138,1.1985,0.0
FR,2020-09-14,37,839645.43,24240.75,15359.09,12597.74,8812.51,7378.27,94.66,0.0,1.0142,1.155,0.0
FR,2020-09-21,38,850707.09,25169.27,13033.02,16719.21,8694.06,3671.11,89.3,0.0,1.0146,1.1063,0.0
FR,2020-09-28,39,788279.81,29066.31,13661.77,11759.36,10151.21,4771.86,93.46,0.0,1.015,1.0541,0.0
FR,2020-10-05,40,778777.2,16951.29,12998.62,15897.65,10031.85,6953.9,104.28,0.0,1.0153,1.0,0.0
FR,2020-10-12,41,736764.33,26890.04,13893.31,11339.49,7224.55,5675.41,98.11,0.0,1.0157,0.9459,0.0
FR,2020-10-19,42,732627.41,24161.6,14217.9,12946.23,8449.11,5832.19,103.29,0.0,1.0161,0.8937,0.0
FR,2020-10-26,43,664223.28,36218.1,8100.18,10387.68,6944.02,5410.2,103.62,0.0,1.0165,0.845,0.0
FR,2020-11-02,44,635923.31,25809.4,15152.93,14587.23,8059.75,5701.1,113.21,0.0,1.0169,0.8015,0.0
FR,2020-11-09,45,634441.75,36129.31,10885.52,17461.15,7152.7,6261.08,96.57,0.0,1.0173,0.7645,0.0
FR,2020-11-16,46,630310.81,21424.26,9781.32,13534.01,10920.48,4608.45,85.23,0.0,1.0177,0.7349,0.0
FR,2020-11-23,47,602700.57,31220.86,13806.47,13419.58,8991.49,6569.16,110.67,0.0,1.0181,0.7136,0.0
FR,2020-11-30,48,627067.49,30239.29,14450.5,11043.65,8155.25,4123.69,96.69,0.0,1.0184,0.7008,0.0
FR,2020-12-07,49,607455.77,23909.36,12462.68,13806.08,10754.33,6167.97,111.15,0.0,1.0188,0.6963,0.0
FR,2020-12-14,50,674252.48,30524.97,17189.35,10044.13,5004.46,6106.58,103.83,0.0,1.0192,0.6999,1.0
FR,2020-12-21,51,602151.73,37318.97,10986.39,12275.79,5380.94,5266.64,98.69,0.0,1.0196,0.7108,1.0
FR,2020-12-28,52,673329.48,28618.39,14054.75,15993.97,10641.16,6092.23,103.49,1.0,1.02,0.7279,0.0
FR,2021-01-04,53,642531.05,20619.08,13759.8,19693.29,9462.61,5456.96,119.51,0.0,1.0204,0.75,1.0
FR,2021-01-11,54,662998.34,31611.18,15713.52,24772.86,9993.47,4984.64,120.77,0.0,1.0208,0.7758,0.0
FR,2021-01-18,55,688875.24,26441.23,17031.98,14239.65,7111.61,5996.53,100.69,0.0,1.0212,0.8037,0.0
FR,2021-01-25,56,670648.81,30538.39,13087.32,21096.83,9789.19,5108.91,101.6,0.0,1.0216,0.8326,1.0
FR,2021-02-01,57,730389.83,32727.81,19045.09,17446.34,13980.7,7083.73,110.76,0.0,1.0219,0.8609,0.0
FR,2021-02-08,58,783102.95,22217.54,17072.8,16350.33,11783.76,5192.87,91.54,0.0,1.0223,0.8878,0.0
FR,2021-02-15,59,732232.26,23099.16,10606.7,18539.55,10585.44,7797.19,103.33,0.0,1.0227,0.9121,0.0
FR,2021-02-22,60,758375.69,37806.95,10487.5,17454.7,9436.34,5266.87,99.74,0.0,1.0231,0.9335,0.0
FR,2021-03-01,61,809328.44,31146.88,17348.78,17775.62,9611.5,6168.75,103.14,0.0,1.0235,0.9515,1.0
FR,2021-03-08,62,783257.25,17058.89,16738.49,16082.25,6032.97,6129.9,91.67,0.0,1.0239,0.9661,1.0
FR,2021-03-15,63,790085.75,40729.68,17237.81,12680.02,11105.33,8906.76,84.1,0.0,1.0243,0.9777,1.0
FR,2021-03-22,64,743332.72,37241.45,17559.95,12207.07,12386.89,7530.11,79.27,0.0,1.0247,0.9866,0.0
FR,2021-03-29,65,837040.85,30315.46,18480.01,19992.5,7266.12,6773.41,88.83,0.0,1.0251,0.9938,1.0
FR,2021-04-05,66,801168.59,26035.94,21021.65,16694.25,9200.7,7773.97,95.41,0.0,1.0255,1.0,0.0
FR,2021-04-12,67,773339.38,41151.14,13711.25,15527.07,8128.68,4079.72,97.07,0.0,1.0258,1.0062,0.0
FR,2021-04-19,68,797188.02,37557.76,13438.28,17582.35,8498.17,6960.43,119.37,0.0,1.0262,1.0134,0.0
FR,2021-04-26,69,824710.68,51514.89,13630.15,20218.16,10578.77,9765.56,111.06,1.0,1.0266,1.0223,0.0
FR,2021-05-03,70,814356.7,37522.83,18307.03,17931.29,6055.22,7106.03,90.38,0.0,1.027,1.0339,0.0
FR,2021-05-10,71,844891.22,36941.14,21409.44,14892.27,11548.38,6949.7,103.48,0.0,1.0274,1.0485,0.0
FR,2021-05-17,72,813959.24,32769.15,15488.2,21107.73,11703.67,7523.47,95.93,0.0,1.0278,1.0665,0.0
FR,2021-05-24,73,890636.51,38942.21,8362.82,22023.2,9537.89,7893.99,97.16,0.0,1.0282,1.0879,1.0
FR,2021-05-31,74,809171.58,37135.09,10879.62,18136.69,4989.48,3964.36,101.85,0.0,1.0286,1.1122,0.0
FR,2021-06-07,75,869974.12,40650.16,13547.28,19421.07,7809.66,4314.46,106.19,1.0,1.029,1.1391,0.0
FR,2021-06-14,76,942348.52,28654.13,14210.6,19967.72,11963.25,6666.98,96.61,0.0,1.0294,1.1674,0.0
FR,2021-06-21,77,919506.27,28712.45,14441.2,19279.94,4193.09,5390.9,110.64,0.0,1.0298,1.1963,0.0
FR,2021-06-28,78,920687.71,27943.2,15571.48,17350.08,8626.94,7802.8,88.58,0.0,1.0301,1.2242,0.0
FR,2021-07-05,79,911012.62,35158.59,14232.26,16995.06,6957.89,5688.74,100.06,0.0,1.0305,1.25,1.0
FR,2021-07-12,80,910851.47,38753.44,18037.8,16458.41,10384.77,3656.22,125.98,0.0,1.0309,1.2721,0.0
FR,2021-07-19,81,929690.12,26605.84,12666.72,11432.5,7601.62,4373.01,102.23,0.0,1.0313,1.2892,0.0
FR,2021-07-26,82,943911.77,26347.82,11914.05,16414.67,9336.09,2591.83,114.33,0.0,1.0317,1.3001,1.0
FR,2021-08-02,83,932862.76,30104.25,15518.92,10322.16,9458.5,5399.74,100.92,0.0,1.0321,1.3037,0.0
FR,2021-08-09,84,940388.28,26523.07,9663.52,11730.6,11441.43,5368.63,105.81,0.0,1.0325,1.2992,1.0
FR,2021-08-16,85,959246.05,32745.66,14825.89,17339.76,7917.41,5034.53,99.43,1.0,1.0329,1.2864,0.0
FR,2021-08-23,86,922195.77,14934.97,13864.69,15869.08,8764.69,6607.03,98.3,1.0,1.0333,1.2651,1.0
FR,2021-08-30,87,894332.2,22445.49,13049.41,17445.79,5671.39,6667.58,92.21,0.0,1.0337,1.2355,0.0
FR,2021-09-06,88,905772.37,22497.8,17571.88,12611.12,9906.43,5152.51,104.3,0.0,1.0341,1.1985,0.0
